edge index,traverse frequency,avg traverse time(s),geometry,points sequence
5575,4,20.0,"LINESTRING (-8.588892 41.1655793, -8.5890205 41.1653018, -8.5891993 41.1648249, -8.5893074 41.1645366, -8.5893398 41.1644503, -8.5894158 41.1643137)","[[-8.588892, 41.1655793], [-8.5890205, 41.1653018], [-8.5891993, 41.1648249], [-8.5893074, 41.1645366], [-8.5893398, 41.1644503], [-8.5894158, 41.1643137]]"
5586,11,16.875,"LINESTRING (-8.5894158 41.1643137, -8.5897171 41.1639513)","[[-8.5894158, 41.1643137], [-8.5897171, 41.1639513]]"
7235,11,18.75,"LINESTRING (-8.5897171 41.1639513, -8.5898094 41.1638393, -8.589857 41.1637815, -8.5899524 41.1636658, -8.5899998 41.1636083, -8.5906125 41.1628827, -8.590832 41.1626676, -8.5908997 41.1625976, -8.5910121 41.1624934)","[[-8.5897171, 41.1639513], [-8.5898094, 41.1638393], [-8.589857, 41.1637815], [-8.5899524, 41.1636658], [-8.5899998, 41.1636083], [-8.5906125, 41.1628827], [-8.590832, 41.1626676], [-8.5908997, 41.1625976], [-8.5910121, 41.1624934]]"
1433,1,15.0,"LINESTRING (-8.6613144 41.1528777, -8.6616064 41.1528413)","[[-8.6613144, 41.1528777], [-8.6616064, 41.1528413]]"
7018,1,15.0,"LINESTRING (-8.6616064 41.1528413, -8.661801 41.1528233)","[[-8.6616064, 41.1528413], [-8.661801, 41.1528233]]"
1461,2,15.0,"LINESTRING (-8.661801 41.1528233, -8.662054 41.1528003, -8.662172 41.1527895)","[[-8.661801, 41.1528233], [-8.662054, 41.1528003], [-8.662172, 41.1527895]]"
7015,3,15.0,"LINESTRING (-8.662172 41.1527895, -8.6623982 41.1527871, -8.6626795 41.1527794)","[[-8.662172, 41.1527895], [-8.6623982, 41.1527871], [-8.6626795, 41.1527794]]"
1636,3,15.0,"LINESTRING (-8.6626795 41.1527794, -8.6626724 41.1526989, -8.6626045 41.1525283, -8.6625891 41.1524056, -8.6626502 41.1521971)","[[-8.6626795, 41.1527794], [-8.6626724, 41.1526989], [-8.6626045, 41.1525283], [-8.6625891, 41.1524056], [-8.6626502, 41.1521971]]"
2574,3,15.0,"LINESTRING (-8.6626502 41.1521971, -8.6627254 41.1518738, -8.6627427 41.1517151, -8.662724 41.1515633, -8.6626933 41.1513135, -8.6626434 41.151163)","[[-8.6626502, 41.1521971], [-8.6627254, 41.1518738], [-8.6627427, 41.1517151], [-8.662724, 41.1515633], [-8.6626933, 41.1513135], [-8.6626434, 41.151163]]"
3866,2,15.0,"LINESTRING (-8.6626434 41.151163, -8.6625581 41.1508679, -8.6625328 41.1507784)","[[-8.6626434, 41.151163], [-8.6625581, 41.1508679], [-8.6625328, 41.1507784]]"
1639,2,15.0,"LINESTRING (-8.6625328 41.1507784, -8.662438 41.1504273)","[[-8.6625328, 41.1507784], [-8.662438, 41.1504273]]"
2461,1,15.0,"LINESTRING (-8.6609418 41.1504706, -8.6608837 41.1504253, -8.6607215 41.1502546)","[[-8.6609418, 41.1504706], [-8.6608837, 41.1504253], [-8.6607215, 41.1502546]]"
3597,1,15.0,"LINESTRING (-8.6607215 41.1502546, -8.6607067 41.1501637, -8.6606741 41.1500702)","[[-8.6607215, 41.1502546], [-8.6607067, 41.1501637], [-8.6606741, 41.1500702]]"
3639,1,15.0,"LINESTRING (-8.660535 41.1497004, -8.6605007 41.1495873, -8.6604192 41.1493791)","[[-8.660535, 41.1497004], [-8.6605007, 41.1495873], [-8.6604192, 41.1493791]]"
9245,1,15.0,"LINESTRING (-8.6604192 41.1493791, -8.6603033 41.1490832, -8.6602236 41.1489256)","[[-8.6604192, 41.1493791], [-8.6603033, 41.1490832], [-8.6602236, 41.1489256]]"
3610,1,15.0,"LINESTRING (-8.6602236 41.1489256, -8.6601622 41.1487919, -8.6600764 41.1486423, -8.660041 41.1486098, -8.6599514 41.1485274, -8.6598206 41.1484558, -8.6596767 41.1484014, -8.659473 41.1483649)","[[-8.6602236, 41.1489256], [-8.6601622, 41.1487919], [-8.6600764, 41.1486423], [-8.660041, 41.1486098], [-8.6599514, 41.1485274], [-8.6598206, 41.1484558], [-8.6596767, 41.1484014], [-8.659473, 41.1483649]]"
11014,1,15.0,"LINESTRING (-8.659473 41.1483649, -8.6592263 41.1483207, -8.658715 41.1482235)","[[-8.659473, 41.1483649], [-8.6592263, 41.1483207], [-8.658715, 41.1482235]]"
3599,1,15.0,"LINESTRING (-8.658715 41.1482235, -8.6586138 41.1482036, -8.6585708 41.1481955, -8.6580746 41.1481019, -8.6578133 41.1480526, -8.6576739 41.1480208)","[[-8.658715, 41.1482235], [-8.6586138, 41.1482036], [-8.6585708, 41.1481955], [-8.6580746, 41.1481019], [-8.6578133, 41.1480526], [-8.6576739, 41.1480208]]"
2470,1,15.0,"LINESTRING (-8.6576739 41.1480208, -8.6571823 41.1481123, -8.6571164 41.1481357, -8.656732 41.1482897, -8.6564333 41.1484792, -8.6563048 41.1486019)","[[-8.6576739, 41.1480208], [-8.6571823, 41.1481123], [-8.6571164, 41.1481357], [-8.656732, 41.1482897], [-8.6564333, 41.1484792], [-8.6563048, 41.1486019]]"
3601,1,15.0,"LINESTRING (-8.6563048 41.1486019, -8.6561547 41.1486631, -8.6560489 41.148703, -8.6559958 41.148716, -8.6559357 41.1487264, -8.6558791 41.1487288, -8.6558224 41.1487259, -8.6557425 41.1487097, -8.655659 41.1486855)","[[-8.6563048, 41.1486019], [-8.6561547, 41.1486631], [-8.6560489, 41.148703], [-8.6559958, 41.148716], [-8.6559357, 41.1487264], [-8.6558791, 41.1487288], [-8.6558224, 41.1487259], [-8.6557425, 41.1487097], [-8.655659, 41.1486855]]"
2471,1,15.0,"LINESTRING (-8.655659 41.1486855, -8.6552409 41.1486475)","[[-8.655659, 41.1486855], [-8.6552409, 41.1486475]]"
2464,1,15.0,"LINESTRING (-8.6552409 41.1486475, -8.6551432 41.1486832, -8.6550876 41.1486956, -8.6550412 41.1486998, -8.6548608 41.1487073, -8.6547535 41.1487156, -8.6546591 41.1487305, -8.6545801 41.1487539, -8.6545046 41.1487826, -8.6542729 41.1488829, -8.6542375 41.148897, -8.6540712 41.1489564)","[[-8.6552409, 41.1486475], [-8.6551432, 41.1486832], [-8.6550876, 41.1486956], [-8.6550412, 41.1486998], [-8.6548608, 41.1487073], [-8.6547535, 41.1487156], [-8.6546591, 41.1487305], [-8.6545801, 41.1487539], [-8.6545046, 41.1487826], [-8.6542729, 41.1488829], [-8.6542375, 41.148897], [-8.6540712, 41.1489564]]"
8215,4,30.0,"LINESTRING (-8.6109892 41.1645454, -8.6085008 41.1644416)","[[-8.6109892, 41.1645454], [-8.6085008, 41.1644416]]"
8049,1,15.0,"LINESTRING (-8.6085008 41.1644416, -8.6083742 41.1644386, -8.6063834 41.1643584, -8.6062487 41.164361)","[[-8.6085008, 41.1644416], [-8.6083742, 41.1644386], [-8.6063834, 41.1643584], [-8.6062487, 41.164361]]"
1855,8,15.0,"LINESTRING (-8.6063584 41.1654078, -8.606234 41.1654094, -8.6053973 41.16542)","[[-8.6063584, 41.1654078], [-8.606234, 41.1654094], [-8.6053973, 41.16542]]"
1856,7,15.0,"LINESTRING (-8.6053973 41.16542, -8.6035558 41.1654442)","[[-8.6053973, 41.16542], [-8.6035558, 41.1654442]]"
1866,7,15.0,"LINESTRING (-8.6035558 41.1654442, -8.6028402 41.1654594, -8.6027813 41.1654653, -8.6027332 41.1654772)","[[-8.6035558, 41.1654442], [-8.6028402, 41.1654594], [-8.6027813, 41.1654653], [-8.6027332, 41.1654772]]"
1848,5,15.0,"LINESTRING (-8.6027332 41.1654772, -8.6023529 41.1648946)","[[-8.6027332, 41.1654772], [-8.6023529, 41.1648946]]"
1872,7,15.0,"LINESTRING (-8.6023529 41.1648946, -8.6021711 41.1646123)","[[-8.6023529, 41.1648946], [-8.6021711, 41.1646123]]"
1864,7,15.0,"LINESTRING (-8.6021711 41.1646123, -8.6018867 41.1641993)","[[-8.6021711, 41.1646123], [-8.6018867, 41.1641993]]"
1873,7,15.0,"LINESTRING (-8.6018867 41.1641993, -8.601612 41.1637929)","[[-8.6018867, 41.1641993], [-8.601612, 41.1637929]]"
1165,5,15.0,"LINESTRING (-8.5920849 41.1680692, -8.5934218 41.1673772, -8.5938008 41.1671927, -8.5938471 41.1671681, -8.5939286 41.1671382)","[[-8.5920849, 41.1680692], [-8.5934218, 41.1673772], [-8.5938008, 41.1671927], [-8.5938471, 41.1671681], [-8.5939286, 41.1671382]]"
4380,1,30.0,"LINESTRING (-8.6606858 41.1643312, -8.6607063 41.1642749, -8.6607652 41.1640556)","[[-8.6606858, 41.1643312], [-8.6607063, 41.1642749], [-8.6607652, 41.1640556]]"
10472,1,15.0,"LINESTRING (-8.6607652 41.1640556, -8.6604843 41.1640065, -8.6604175 41.1639939, -8.6603246 41.1639779, -8.6601604 41.1639496)","[[-8.6607652, 41.1640556], [-8.6604843, 41.1640065], [-8.6604175, 41.1639939], [-8.6603246, 41.1639779], [-8.6601604, 41.1639496]]"
8605,1,15.0,"LINESTRING (-8.6601604 41.1639496, -8.660088 41.1639453, -8.66004 41.1639505, -8.6600044 41.1639556)","[[-8.6601604, 41.1639496], [-8.660088, 41.1639453], [-8.66004, 41.1639505], [-8.6600044, 41.1639556]]"
4374,1,15.0,"LINESTRING (-8.6600044 41.1639556, -8.6599151 41.1639863, -8.6598665 41.1640067, -8.6598233 41.1640305, -8.6598073 41.1640445, -8.6597888 41.1640607, -8.6597643 41.1640938, -8.6597283 41.1641715)","[[-8.6600044, 41.1639556], [-8.6599151, 41.1639863], [-8.6598665, 41.1640067], [-8.6598233, 41.1640305], [-8.6598073, 41.1640445], [-8.6597888, 41.1640607], [-8.6597643, 41.1640938], [-8.6597283, 41.1641715]]"
8615,1,15.0,"LINESTRING (-8.6597283 41.1641715, -8.6595096 41.1641456)","[[-8.6597283, 41.1641715], [-8.6595096, 41.1641456]]"
8619,1,15.0,"LINESTRING (-8.6595096 41.1641456, -8.6594711 41.1641647, -8.6592291 41.1642858)","[[-8.6595096, 41.1641456], [-8.6594711, 41.1641647], [-8.6592291, 41.1642858]]"
8621,1,15.0,"LINESTRING (-8.6592291 41.1642858, -8.6591102 41.1643439)","[[-8.6592291, 41.1642858], [-8.6591102, 41.1643439]]"
8902,1,15.0,"LINESTRING (-8.6591102 41.1643439, -8.65899 41.1644019, -8.6589565 41.1644181, -8.6588673 41.16446)","[[-8.6591102, 41.1643439], [-8.65899, 41.1644019], [-8.6589565, 41.1644181], [-8.6588673, 41.16446]]"
4371,1,15.0,"LINESTRING (-8.6588673 41.16446, -8.6588241 41.1646204)","[[-8.6588673, 41.16446], [-8.6588241, 41.1646204]]"
4453,1,15.0,"LINESTRING (-8.6588241 41.1646204, -8.6587103 41.1650225, -8.6587029 41.1650485, -8.6586178 41.1653494, -8.6586112 41.165373, -8.6585452 41.1656062)","[[-8.6588241, 41.1646204], [-8.6587103, 41.1650225], [-8.6587029, 41.1650485], [-8.6586178, 41.1653494], [-8.6586112, 41.165373], [-8.6585452, 41.1656062]]"
10475,4,15.0,"LINESTRING (-8.6576201 41.1652465, -8.6576119 41.1652648, -8.6576113 41.165284, -8.6576185 41.1653025, -8.6576328 41.1653185, -8.6576528 41.1653305, -8.6576768 41.1653374)","[[-8.6576201, 41.1652465], [-8.6576119, 41.1652648], [-8.6576113, 41.165284], [-8.6576185, 41.1653025], [-8.6576328, 41.1653185], [-8.6576528, 41.1653305], [-8.6576768, 41.1653374]]"
5788,3,15.0,"LINESTRING (-8.6576768 41.1653374, -8.657648 41.1654376, -8.6576212 41.1655307, -8.6574958 41.165941)","[[-8.6576768, 41.1653374], [-8.657648, 41.1654376], [-8.6576212, 41.1655307], [-8.6574958, 41.165941]]"
8911,4,15.0,"LINESTRING (-8.6574958 41.165941, -8.6573438 41.1664439)","[[-8.6574958, 41.165941], [-8.6573438, 41.1664439]]"
2711,4,15.0,"LINESTRING (-8.6573438 41.1664439, -8.6572412 41.1665763, -8.657061 41.1667599)","[[-8.6573438, 41.1664439], [-8.6572412, 41.1665763], [-8.657061, 41.1667599]]"
9296,4,15.0,"LINESTRING (-8.657061 41.1667599, -8.6568881 41.1669131, -8.6566844 41.1670315, -8.6563845 41.1671645, -8.6561255 41.1672218, -8.6559125 41.1672443)","[[-8.657061, 41.1667599], [-8.6568881, 41.1669131], [-8.6566844, 41.1670315], [-8.6563845, 41.1671645], [-8.6561255, 41.1672218], [-8.6559125, 41.1672443]]"
9297,5,15.0,"LINESTRING (-8.6559125 41.1672443, -8.6555413 41.1672382)","[[-8.6559125, 41.1672443], [-8.6555413, 41.1672382]]"
7104,5,15.0,"LINESTRING (-8.6555413 41.1672382, -8.6551598 41.1671848)","[[-8.6555413, 41.1672382], [-8.6551598, 41.1671848]]"
2703,5,15.0,"LINESTRING (-8.6551598 41.1671848, -8.6550488 41.1671669, -8.6550311 41.1671641, -8.6547971 41.1671274, -8.6546227 41.1670973, -8.654599 41.1670934, -8.654129 41.1670174)","[[-8.6551598, 41.1671848], [-8.6550488, 41.1671669], [-8.6550311, 41.1671641], [-8.6547971, 41.1671274], [-8.6546227, 41.1670973], [-8.654599, 41.1670934], [-8.654129, 41.1670174]]"
5793,5,15.0,"LINESTRING (-8.654129 41.1670174, -8.6539951 41.1669923)","[[-8.654129, 41.1670174], [-8.6539951, 41.1669923]]"
2700,4,15.0,"LINESTRING (-8.6539951 41.1669923, -8.6537479 41.1669523, -8.6533607 41.1668896)","[[-8.6539951, 41.1669923], [-8.6537479, 41.1669523], [-8.6533607, 41.1668896]]"
5797,4,15.0,"LINESTRING (-8.6533607 41.1668896, -8.6530871 41.1668447)","[[-8.6533607, 41.1668896], [-8.6530871, 41.1668447]]"
5791,3,15.0,"LINESTRING (-8.6530871 41.1668447, -8.6513533 41.1665605, -8.6511915 41.166534)","[[-8.6530871, 41.1668447], [-8.6513533, 41.1665605], [-8.6511915, 41.166534]]"
2683,4,30.0,"LINESTRING (-8.6511915 41.166534, -8.6510294 41.1665086, -8.6508449 41.1664796, -8.6504048 41.1664135, -8.6500443 41.166355, -8.6498122 41.1663173)","[[-8.6511915, 41.166534], [-8.6510294, 41.1665086], [-8.6508449, 41.1664796], [-8.6504048, 41.1664135], [-8.6500443, 41.166355], [-8.6498122, 41.1663173]]"
7992,6,15.0,"LINESTRING (-8.6128188 41.1727692, -8.612857 41.1728369, -8.6131209 41.1736241, -8.6132242 41.1738924, -8.6132806 41.1740298)","[[-8.6128188, 41.1727692], [-8.612857, 41.1728369], [-8.6131209, 41.1736241], [-8.6132242, 41.1738924], [-8.6132806, 41.1740298]]"
599,5,15.0,"LINESTRING (-8.6132806 41.1740298, -8.6133064 41.1742443)","[[-8.6132806, 41.1740298], [-8.6133064, 41.1742443]]"
592,2,15.0,"LINESTRING (-8.6140974 41.1763742, -8.6141301 41.1765467, -8.6141181 41.1771924, -8.6141049 41.1774803, -8.614101 41.1776249)","[[-8.6140974, 41.1763742], [-8.6141301, 41.1765467], [-8.6141181, 41.1771924], [-8.6141049, 41.1774803], [-8.614101, 41.1776249]]"
319,1,15.0,"LINESTRING (-8.6134596 41.1831689, -8.6134476 41.1833293)","[[-8.6134596, 41.1831689], [-8.6134476, 41.1833293]]"
363,1,15.0,"LINESTRING (-8.6134476 41.1833293, -8.6133835 41.1838273)","[[-8.6134476, 41.1833293], [-8.6133835, 41.1838273]]"
2773,1,30.0,"LINESTRING (-8.6133835 41.1838273, -8.6133511 41.184047, -8.6133124 41.1842586)","[[-8.6133835, 41.1838273], [-8.6133511, 41.184047], [-8.6133124, 41.1842586]]"
7440,1,15.0,"LINESTRING (-8.6133124 41.1842586, -8.6134535 41.1842686, -8.6139865 41.1843263)","[[-8.6133124, 41.1842586], [-8.6134535, 41.1842686], [-8.6139865, 41.1843263]]"
2775,1,15.0,"LINESTRING (-8.6139865 41.1843263, -8.6134535 41.1842686, -8.6133124 41.1842586)","[[-8.6139865, 41.1843263], [-8.6134535, 41.1842686], [-8.6133124, 41.1842586]]"
7439,1,,"LINESTRING (-8.6133124 41.1842586, -8.6133511 41.184047, -8.6133835 41.1838273)","[[-8.6133124, 41.1842586], [-8.6133511, 41.184047], [-8.6133835, 41.1838273]]"
2771,1,,"LINESTRING (-8.6133835 41.1838273, -8.6134476 41.1833293)","[[-8.6133835, 41.1838273], [-8.6134476, 41.1833293]]"
364,4,15.0,"LINESTRING (-8.6134476 41.1833293, -8.6134596 41.1831689)","[[-8.6134476, 41.1833293], [-8.6134596, 41.1831689]]"
1154,2,15.0,"LINESTRING (-8.6346888 41.1496681, -8.6347485 41.1496428, -8.6348134 41.1496154, -8.6349565 41.1495719, -8.6350659 41.1495553, -8.6351814 41.149548, -8.6353128 41.1495452, -8.6354459 41.1495655, -8.6366135 41.1498978, -8.6367137 41.1499169, -8.6368175 41.1499208, -8.6369303 41.1499197, -8.6370336 41.1499125)","[[-8.6346888, 41.1496681], [-8.6347485, 41.1496428], [-8.6348134, 41.1496154], [-8.6349565, 41.1495719], [-8.6350659, 41.1495553], [-8.6351814, 41.149548], [-8.6353128, 41.1495452], [-8.6354459, 41.1495655], [-8.6366135, 41.1498978], [-8.6367137, 41.1499169], [-8.6368175, 41.1499208], [-8.6369303, 41.1499197], [-8.6370336, 41.1499125]]"
3439,1,30.0,"LINESTRING (-8.6370336 41.1499125, -8.6372193 41.1497901, -8.6373632 41.1496496)","[[-8.6370336, 41.1499125], [-8.6372193, 41.1497901], [-8.6373632, 41.1496496]]"
9678,1,15.0,"LINESTRING (-8.6373632 41.1496496, -8.6372193 41.1497901, -8.6370336 41.1499125)","[[-8.6373632, 41.1496496], [-8.6372193, 41.1497901], [-8.6370336, 41.1499125]]"
3438,2,22.5,"LINESTRING (-8.6370336 41.1499125, -8.6369303 41.1499197, -8.6368175 41.1499208, -8.6367137 41.1499169, -8.6366135 41.1498978, -8.6354459 41.1495655, -8.6353128 41.1495452, -8.6351814 41.149548, -8.6350659 41.1495553, -8.6349565 41.1495719, -8.6348134 41.1496154, -8.6347485 41.1496428, -8.6346888 41.1496681)","[[-8.6370336, 41.1499125], [-8.6369303, 41.1499197], [-8.6368175, 41.1499208], [-8.6367137, 41.1499169], [-8.6366135, 41.1498978], [-8.6354459, 41.1495655], [-8.6353128, 41.1495452], [-8.6351814, 41.149548], [-8.6350659, 41.1495553], [-8.6349565, 41.1495719], [-8.6348134, 41.1496154], [-8.6347485, 41.1496428], [-8.6346888, 41.1496681]]"
1155,2,15.0,"LINESTRING (-8.6346888 41.1496681, -8.6346323 41.1497019, -8.634545 41.1497542, -8.6344484 41.1498434, -8.6343641 41.1499327, -8.6342599 41.1500883, -8.6341989 41.1502556, -8.6341229 41.1504977, -8.6340629 41.1505886, -8.6339845 41.1506655, -8.6336044 41.1509258)","[[-8.6346888, 41.1496681], [-8.6346323, 41.1497019], [-8.634545, 41.1497542], [-8.6344484, 41.1498434], [-8.6343641, 41.1499327], [-8.6342599, 41.1500883], [-8.6341989, 41.1502556], [-8.6341229, 41.1504977], [-8.6340629, 41.1505886], [-8.6339845, 41.1506655], [-8.6336044, 41.1509258]]"
5675,3,15.0,"LINESTRING (-8.6324716 41.1525177, -8.6323819 41.1525686, -8.6322603 41.1526376)","[[-8.6324716, 41.1525177], [-8.6323819, 41.1525686], [-8.6322603, 41.1526376]]"
1683,1,,"LINESTRING (-8.6681494 41.1517768, -8.6682287 41.1517234)","[[-8.6681494, 41.1517768], [-8.6682287, 41.1517234]]"
3772,1,,"LINESTRING (-8.6682287 41.1517234, -8.6684752 41.1516209, -8.668865 41.1514698, -8.6689363 41.1514422, -8.668969 41.1514319, -8.668981 41.1514282, -8.6699186 41.1511343)","[[-8.6682287, 41.1517234], [-8.6684752, 41.1516209], [-8.668865, 41.1514698], [-8.6689363, 41.1514422], [-8.668969, 41.1514319], [-8.668981, 41.1514282], [-8.6699186, 41.1511343]]"
2557,1,,"LINESTRING (-8.6699186 41.1511343, -8.6701177 41.1510687)","[[-8.6699186, 41.1511343], [-8.6701177, 41.1510687]]"
8316,1,,"LINESTRING (-8.6701177 41.1510687, -8.6702555 41.1510305, -8.6703404 41.1510026)","[[-8.6701177, 41.1510687], [-8.6702555, 41.1510305], [-8.6703404, 41.1510026]]"
3826,1,,"LINESTRING (-8.6703404 41.1510026, -8.6706634 41.1508844)","[[-8.6703404, 41.1510026], [-8.6706634, 41.1508844]]"
10128,1,,"LINESTRING (-8.6706634 41.1508844, -8.6711324 41.1507213, -8.6711987 41.1506836)","[[-8.6706634, 41.1508844], [-8.6711324, 41.1507213], [-8.6711987, 41.1506836]]"
2547,1,,"LINESTRING (-8.6711987 41.1506836, -8.6713879 41.1508509, -8.6716715 41.1510659, -8.6717141 41.1511246, -8.6717421 41.151183, -8.6718109 41.1513533, -8.6718442 41.1513955)","[[-8.6711987, 41.1506836], [-8.6713879, 41.1508509], [-8.6716715, 41.1510659], [-8.6717141, 41.1511246], [-8.6717421, 41.151183], [-8.6718109, 41.1513533], [-8.6718442, 41.1513955]]"
2539,1,,"LINESTRING (-8.6718442 41.1513955, -8.6720282 41.1513499)","[[-8.6718442, 41.1513955], [-8.6720282, 41.1513499]]"
4996,1,,"LINESTRING (-8.6720282 41.1513499, -8.6722157 41.1513184, -8.6725698 41.1512619, -8.6727957 41.1512241, -8.6728915 41.1512097)","[[-8.6720282, 41.1513499], [-8.6722157, 41.1513184], [-8.6725698, 41.1512619], [-8.6727957, 41.1512241], [-8.6728915, 41.1512097]]"
2541,1,,"LINESTRING (-8.6728915 41.1512097, -8.6732165 41.1511308, -8.673338 41.1510949, -8.6734367 41.1510529, -8.6735525 41.1509975, -8.6736633 41.1509455)","[[-8.6728915, 41.1512097], [-8.6732165, 41.1511308], [-8.673338, 41.1510949], [-8.6734367, 41.1510529], [-8.6735525, 41.1509975], [-8.6736633, 41.1509455]]"
5137,1,75.0,"LINESTRING (-8.6314991 41.1485138, -8.6315982 41.1485518, -8.6322465 41.1487562, -8.6328161 41.1490298, -8.6331415 41.1491112, -8.6331915 41.149117, -8.6332169 41.1491105, -8.6332352 41.149097, -8.6332598 41.1490744, -8.6334731 41.1484314)","[[-8.6314991, 41.1485138], [-8.6315982, 41.1485518], [-8.6322465, 41.1487562], [-8.6328161, 41.1490298], [-8.6331415, 41.1491112], [-8.6331915, 41.149117], [-8.6332169, 41.1491105], [-8.6332352, 41.149097], [-8.6332598, 41.1490744], [-8.6334731, 41.1484314]]"
5164,1,15.0,"LINESTRING (-8.6334731 41.1484314, -8.6333316 41.1484327, -8.633052 41.1484263, -8.6330082 41.1484192, -8.6329799 41.1484109, -8.6329517 41.1483949, -8.6329463 41.1483778, -8.632945 41.1483592, -8.6330009 41.1481504, -8.6331182 41.1480384, -8.6332429 41.1479573, -8.6333733 41.1478505)","[[-8.6334731, 41.1484314], [-8.6333316, 41.1484327], [-8.633052, 41.1484263], [-8.6330082, 41.1484192], [-8.6329799, 41.1484109], [-8.6329517, 41.1483949], [-8.6329463, 41.1483778], [-8.632945, 41.1483592], [-8.6330009, 41.1481504], [-8.6331182, 41.1480384], [-8.6332429, 41.1479573], [-8.6333733, 41.1478505]]"
3432,2,15.0,"LINESTRING (-8.6333733 41.1478505, -8.6335705 41.1476274)","[[-8.6333733, 41.1478505], [-8.6335705, 41.1476274]]"
3421,1,15.0,"LINESTRING (-8.6335705 41.1476274, -8.6331564 41.1474177, -8.6330176 41.1473474, -8.6326805 41.1471766)","[[-8.6335705, 41.1476274], [-8.6331564, 41.1474177], [-8.6330176, 41.1473474], [-8.6326805, 41.1471766]]"
795,2,15.0,"LINESTRING (-8.6406315 41.1513944, -8.6405719 41.1517835)","[[-8.6406315, 41.1513944], [-8.6405719, 41.1517835]]"
3465,2,15.0,"LINESTRING (-8.6405719 41.1517835, -8.6408508 41.1518105, -8.6411569 41.1518401, -8.6413961 41.1518632, -8.6417398 41.1518946)","[[-8.6405719, 41.1517835], [-8.6408508, 41.1518105], [-8.6411569, 41.1518401], [-8.6413961, 41.1518632], [-8.6417398, 41.1518946]]"
3444,2,37.5,"LINESTRING (-8.6417398 41.1518946, -8.6417633 41.152677, -8.641801 41.1538865)","[[-8.6417398, 41.1518946], [-8.6417633, 41.152677], [-8.641801, 41.1538865]]"
3293,1,60.0,"LINESTRING (-8.6143688 41.162384, -8.6143636 41.1623566, -8.6143504 41.1623272, -8.6143254 41.1622805, -8.6142388 41.1621369)","[[-8.6143688, 41.162384], [-8.6143636, 41.1623566], [-8.6143504, 41.1623272], [-8.6143254, 41.1622805], [-8.6142388, 41.1621369]]"
3294,1,15.0,"LINESTRING (-8.6142388 41.1621369, -8.6142306 41.1621063, -8.6142332 41.1620717)","[[-8.6142388, 41.1621369], [-8.6142306, 41.1621063], [-8.6142332, 41.1620717]]"
606,3,15.0,"LINESTRING (-8.6129333 41.170369, -8.6129281 41.1704314, -8.6128825 41.1707434, -8.6128699 41.1707941, -8.6128477 41.1710238, -8.6128402 41.1710753)","[[-8.6129333, 41.170369], [-8.6129281, 41.1704314], [-8.6128825, 41.1707434], [-8.6128699, 41.1707941], [-8.6128477, 41.1710238], [-8.6128402, 41.1710753]]"
601,3,15.0,"LINESTRING (-8.6128402 41.1710753, -8.6128154 41.1712961, -8.6127544 41.1717464, -8.6127436 41.1718292)","[[-8.6128402, 41.1710753], [-8.6128154, 41.1712961], [-8.6127544, 41.1717464], [-8.6127436, 41.1718292]]"
